1000280	4271894	1291841	4237879	4739952	3072124	1292528	2135981	2161696	1418834	1292328	1298624	6386345	1292402	3731581	4268598	2268359	1291875	1308817	3158990	1294639	5344178	1292401	3649049	1295124	1292063	3319755	1292064	1291560	1308575	3072086	3626416	3792799	4023638	1307914	1293839	3233635	2149806	1292220	3734112	2213597	3313801	4873490	1783457	3005875	4305436	1849031	1292370	1292722	1291561	3793023
1000303	1298624	1780330	6386345	3041806	1292402	2334904	4268598	2146991	2268359	1291875	1291828	1866479	1308817	3158990	5344178	1292401	1291832	1291999	3649049	1292063	3319755	1308575	3072086	1862151	3792799	4023638	1292343	2149806	3205624	1482072	1291549	1292220	2213597	3313801	4873490	1783457	3005875	4305436	1485260	10574622	1849031	1978709	1292722	1291546	4920528	3793023	2129039	1652587	1295644	3742360
1000307	3649049	1295124	1292063	3319755	1292064	1291560	1308575	3395373	3072086	1862151	3626416	3792799	4023638	1292343	1307914	1293839	3233635	2149806	3205624	1482072	3068206	1291549	1292000	1292220	3734112	2213597	3313801	4873490	1783457	3005875	1292223	10574622	1849031	1292370	3075287	1978709	1292722	1291561	1291546	4920528	2129039	2209573	1292001	2131459	1292720	1652587	1295644	1292052	3742360	3541415
1000309	4739952	3072124	2161696	1418834	1298624	1780330	6386345	2124703	1292402	2334904	3006772	2146991	2268359	1291828	1866479	1308817	1293544	3158990	1291832	3649049	1295124	1292063	3319755	1292064	1291560	1308575	3395373	3072086	1862151	3626416	3792799	4023638	1292343	1293839	3233635	3205624	3068206	1291549	1292220	3734112	2213597	1783457	1292223	4305436	1485260	10574622	1849031	3075287	1978709	2209573
1000311	3041806	3731581	2334904	3006772	4268598	1292213	2146991	2268359	1291875	1866479	1308817	1293544	3158990	1294639	5344178	1291999	3649049	1292063	3319755	3395373	3072086	3792799	4023638	1292343	1307914	3233635	2149806	3068206	1292220	2213597	3313801	4873490	1783457	3005875	1292223	4305436	1485260	10574622	1849031	1292370	3075287	1978709	1291546	4920528	2129039	2209573	1292001	1929463	1292720	3541415
1000321	1760622	1301753	4271894	1291841	2998270	4739952	3072124	2161696	1418834	1794171	1298624	1780330	2124703	2334904	4268598	1292213	2146991	2268359	1291828	1308817	3158990	1292401	1291832	1295124	1292063	3319755	1292064	1308575	3792799	1307914	1293839	2149806	1291549	1292000	3734112	3313801	3005875	1292223	1485260	1849031	1292370	1978709	1291561	2129039	2209573	1292001	2131459	1292720	1652587	1295644
1000325	2336785	1292275	1304447	3011091	1305164	1291583	1291548	3596502	1308807	1292224	2156528	3077791	1291545	3737102	4271894	2132495	1291841	4739952	3072124	1292528	2135981	2161696	6386345	2124703	3731581	2334904	4268598	1291875	1291828	1308817	1291832	1291999	3649049	1292064	1291560	1308575	3072086	3792799	1293839	1292000	4873490	4305436	1849031	1292370	3075287	1978709	1291561	1291546	1292215	1292720
1000387	1292402	3731581	2334904	4268598	1292213	2146991	2268359	1291875	1291828	1866479	1293544	3158990	5344178	1292401	1291999	3649049	1295124	1292063	3319755	1308575	3395373	1862151	3626416	3792799	4023638	1307914	3233635	2149806	3205624	1482072	3068206	1291549	3734112	2213597	3313801	4873490	1783457	3005875	4305436	1485260	10574622	1978709	1291546	3793023	2129039	1292215	1652587	1292052	3742360	3541415
1000395	1292528	2135981	2161696	1418834	1292328	1298624	6386345	1292402	3731581	1292213	1291875	1291828	1866479	1293544	1294639	1292401	1291832	1291999	3649049	1295124	1292063	1292064	1291560	1308575	3395373	1862151	3626416	3792799	1292343	1307914	1293839	3205624	1482072	1291549	1292000	1292220	3734112	3005875	1292223	4305436	1485260	1292370	1292722	1291561	3793023	1292001	1292215	1292720	1295644	1292052
1000405	1291875	1291828	1866479	1308817	1293544	3158990	1294639	5344178	1292401	1291832	1291999	3649049	1295124	1292063	3319755	1292064	1291560	1308575	3072086	3626416	1292343	1307914	1293839	3233635	1482072	3068206	1291549	1292000	1292220	2213597	4873490	1783457	3005875	1292223	4305436	10574622	1292370	1292722	1291561	1291546	4920528	3793023	2129039	1292001	1292215	1292720	1295644	1292052	3742360	3541415
1000410	3737102	2132495	1291841	4739952	3072124	2135981	2161696	1418834	1292328	5308265	6386345	2124703	1292402	2334904	3006772	4268598	1292213	2146991	2268359	1866479	1308817	1293544	1294639	5344178	1292401	1291832	1291999	3649049	1291560	1308575	3395373	3072086	1292343	3233635	1482072	3068206	1292000	1292220	2213597	1783457	4305436	1485260	10574622	1292370	1292722	1291546	3793023	1292001	1929463	1292052
1000437	5344178	1292401	1291832	1291999	3649049	1295124	1292063	3319755	1292064	1291560	1308575	3395373	1862151	3792799	4023638	1292343	1307914	1293839	3233635	2149806	1482072	3068206	1292000	3734112	2213597	3313801	4873490	1783457	3005875	1292223	10574622	1849031	3075287	1978709	1292722	1291561	1291546	4920528	3793023	2129039	2209573	1292215	2131459	1929463	1292720	1652587	1295644	1292052	3742360	3541415
1000489	1308817	1293544	3158990	1294639	5344178	1292401	1291999	3649049	1295124	1292063	3319755	1292064	1291560	1308575	3395373	3072086	3626416	3792799	4023638	1292343	1307914	1293839	2149806	3205624	1482072	3068206	1291549	1292000	1292220	3734112	2213597	3313801	4873490	1783457	1292223	4305436	10574622	1292370	3075287	1978709	1292722	1291561	1291546	3793023	2129039	1292001	1292720	1295644	1292052	3742360
1000499	1291828	1308817	1293544	1294639	1292401	1291832	1291999	1295124	1292063	3319755	1292064	1291560	3395373	1862151	3626416	3792799	4023638	1292343	1307914	1293839	3233635	2149806	3205624	1482072	3068206	1291549	1292000	1292220	3734112	2213597	4873490	3005875	1292223	4305436	1485260	10574622	1849031	1292370	3075287	1292722	1291561	1291546	3793023	2209573	1292001	1292215	1292720	1295644	1292052	3541415
1000503	3011091	1305164	1291548	1293350	1306029	1316510	1292224	1292286	1291545	1760622	1291841	3072124	1292528	1418834	1794171	1298624	1780330	1292402	1291875	1291828	1308817	1293544	3158990	1294639	1292401	1291832	1291999	1295124	1292063	1292064	1291560	1308575	1293839	2149806	1482072	1291549	1292000	1292220	3313801	1292223	1485260	1849031	1292370	1291546	2209573	1292001	1292215	1292720	1652587	1295644
1000518	3158990	5344178	1291832	3649049	1295124	3319755	1291560	3395373	3072086	1862151	3626416	3792799	4023638	1292343	1307914	1293839	3233635	2149806	3205624	3068206	1291549	1292000	1292220	3734112	2213597	3313801	4873490	1783457	3005875	1292223	4305436	1485260	10574622	1849031	1292370	3075287	1978709	1292722	1291561	1291546	3793023	2129039	2209573	1292001	1292215	2131459	1652587	1295644	3742360	3541415
1000534	2156528	3077791	2053515	1291550	1291545	1291841	2998270	4237879	3072124	1292528	2135981	2161696	1292328	1794171	1298624	3041806	1292402	2268359	1291875	1866479	1308817	1293544	3158990	1294639	1292401	1291832	1292063	3319755	1292064	1308575	3395373	3072086	3792799	1292343	1307914	1293839	3205624	2213597	3313801	1783457	3005875	4305436	1292370	1292722	2209573	1292001	1292215	2131459	1292720	1295644
1000566	1291578	1292275	1304447	3227410	1291843	1438652	3230459	3530403	1306029	3610047	1308807	1316510	1298070	3077791	2053515	1851857	2998270	4237879	2135981	2161696	3274505	5308265	1298624	2124703	1292402	2334904	1291875	1866479	1294639	1292401	1291832	1292063	3319755	1292064	3395373	3626416	4023638	1307914	3233635	3205624	1482072	3068206	1292220	4873490	1783457	3005875	1292722	3793023	1292215	1292052
1000585	1308807	1316510	1298070	1291550	1760622	1301753	1851857	4271894	2132495	1292528	2135981	2161696	3274505	1292328	1794171	1298624	6386345	3041806	1292402	1292213	2146991	1291875	1866479	1308817	5344178	1292401	1291832	3649049	1292063	3319755	1308575	3395373	3072086	1293839	2149806	3205624	1482072	3734112	2213597	3313801	4873490	1783457	3005875	1485260	1978709	1291546	2209573	1292001	1652587	1292052
